#SPECTRUM - MS
#20190701-APO-6-25-3.RAW
#FTMS + p NSI Full ms2 1000.0000@hcd300.00 [1000.0000-20000.0000]
#Scan #: 1277-1613
#RT: 5.36-6.79
#AV: 337
#Data points: 51778
Mass	Background
1519.604523	263.069153
1519.660705	268.422667
1519.716891	291.875535
1519.773079	306.952051
1519.829271	300.794651
1519.885466	293.779845
1519.941664	265.560329
1519.997865	224.412068
1520.054070	197.789863
1520.110277	197.703734
1520.166488	218.072545
1520.222701	246.464281
1520.278918	268.536587
1520.335138	275.939959
1520.391361	258.609032
1520.447587	240.006728
1520.503816	223.846940
1520.560049	215.216375
1520.616284	222.397057
1520.672523	237.559533
1520.728765	238.620948
1520.785009	232.756225
1520.841257	227.147868
1520.897508	237.728281
1520.953763	258.355802
1521.010020	283.173516
1521.066280	304.414466
1521.122544	305.474654
1521.178811	295.076924
1521.235080	284.997770
1521.291353	273.600179
1521.347629	264.227623
1521.403909	245.628298
1521.460191	232.569268
1521.516476	237.610470
1521.572765	251.955048
1521.629057	263.495454
1521.685351	264.394968
1521.741649	261.319314
1521.797950	252.917359
1521.854255	253.122478
1521.910562	258.619912
1521.966872	252.154522
1522.023186	237.239496
1522.079502	226.279154
1522.135822	225.511429
1522.192145	238.491778
1522.248471	240.034434
1522.304800	228.818474
1522.361133	221.731092
1522.417468	215.188900
1522.473807	203.819477
1522.530148	203.383179
1522.586493	200.958623
1522.642841	194.520565
1522.699192	206.461348
1522.755546	226.939244
1522.811904	248.513503
1522.868264	254.392095
1522.924628	244.592807
1522.980994	244.639903
1523.037364	248.209394
1523.093737	240.565634
1523.150113	216.556997
1523.206493	201.507449
1523.262875	199.589213
1523.319260	206.553383
1523.375649	225.066362
1523.432041	242.358679
1523.488436	257.404667
1523.544834	270.209280
1523.601235	266.882177
1523.657639	258.582112
1523.714047	256.123997
1523.770457	264.860747
1523.826871	283.800692
1523.883288	294.854506
1523.939707	296.971703
1523.996131	292.395393
1524.052557	275.115004
1524.108986	262.175656
1524.165419	252.385122
1524.221854	247.218062
1524.278293	247.665668
1524.334735	240.477998
1524.391180	227.525143
1524.447628	222.879948
1524.504079	212.453931
1524.560534	195.535043
1524.616991	188.362800
1524.673452	185.631271
1524.729916	197.157423
1524.786383	206.237601
1524.842853	216.780583
1524.899326	226.223440
1524.955802	232.504342
1525.012282	234.459256
1525.068765	241.604696
1525.125250	236.926602
1525.181739	236.757205
1525.238231	231.604971
1525.294727	229.158258
1525.351225	236.196970
1525.407726	259.222537
1525.464231	283.103372
1525.520739	288.204742
1525.577250	274.991050
1525.633764	251.870744
1525.690281	231.272751
1525.746801	218.975541
1525.803325	211.833241
1525.859851	213.599775
1525.916381	215.242858
1525.972914	205.096031
1526.029450	203.691557
1526.085989	219.124651
1526.142531	251.019475
1526.199077	296.231768
1526.255626	321.986301
1526.312177	309.156938
1526.368732	273.630888
1526.425290	238.486595
1526.481851	212.979388
1526.538416	234.391414
1526.594983	265.512378
1526.651554	277.927992
1526.708128	269.322843
1526.764704	249.054976
1526.821284	230.108479
1526.877868	238.141596
1526.934454	262.436320
1526.991043	285.624115
1527.047636	284.964783
1527.104232	284.173588
1527.160831	290.456845
1527.217433	308.923891
1527.274038	316.372704
1527.330646	300.834561
1527.387258	279.507024
1527.443873	268.800597
1527.500490	271.555334
1527.557111	275.672789
1527.613735	279.591545
1527.670363	274.904601
1527.726993	263.413681
1527.783627	265.409652
1527.840263	263.314134
1527.896903	254.686222
1527.953546	235.196444
1528.010192	231.450428
1528.066841	237.958342
1528.123494	247.357726
1528.180150	261.102484
1528.236808	253.467398
1528.293470	233.220743
1528.350135	214.550175
1528.406803	206.084228
1528.463475	217.572076
1528.520149	241.861431
1528.576827	264.224648
1528.633508	273.963556
1528.690192	267.697738
1528.746879	242.998054
1528.803569	222.726347
1528.860262	222.774254
1528.916959	239.623754
1528.973659	246.889298
1529.030362	230.214334
1529.087068	204.822882
1529.143777	186.672243
1529.200489	189.379371
1529.257205	193.864852
1529.313923	201.417243
1529.370645	198.748926
1529.427370	198.738120
1529.484098	193.263647
1529.540829	193.716559
1529.597564	208.721728
1529.654301	229.980618
1529.711042	247.433188
1529.767786	261.031798
1529.824533	264.213964
1529.881283	247.674917
1529.938037	210.589287
1529.994793	180.308223
1530.051553	178.069708
1530.108316	199.751650
1530.165082	214.275695
1530.221851	208.826345
1530.278623	192.453753
1530.335399	181.288120
1530.392177	186.440463
1530.448959	197.089117
1530.505744	194.542118
1530.562532	182.700146
1530.619324	174.983736
1530.676118	173.624212
1530.732916	175.753920
1530.789716	191.789265
1530.846520	206.128807
1530.903327	222.707061
1530.960138	246.698047
1531.016951	265.410837
1531.073768	276.921722
1531.130587	278.980719
1531.187410	275.163232
1531.244236	276.089071
1531.301066	270.018700
1531.357898	242.517158
1531.414734	210.155758
1531.471572	182.228563
1531.528414	172.848843
1531.585259	186.185963
1531.642108	211.618333
1531.698959	241.353187
1531.755813	265.309021
1531.812671	261.587533
1531.869532	239.317017
1531.926396	212.733567
1531.983263	192.527219
1532.040134	191.442443
1532.097007	207.297352
1532.153884	223.991148
1532.210764	220.701987
1532.267647	209.512073
1532.324533	199.259571
1532.381423	200.225266
1532.438315	199.247174
1532.495211	187.038852
1532.552110	180.859065
1532.609012	182.196252
1532.665917	196.279890
1532.722825	212.061298
1532.779737	219.040968
1532.836652	223.383810
1532.893570	229.588790
1532.950491	242.826467
1533.007415	245.114630
1533.064342	248.927150
1533.121273	247.563298
1533.178207	242.674970
1533.235144	234.303447
1533.292084	233.407242
1533.349027	236.407150
1533.405973	234.001303
1533.462923	224.961756
1533.519876	221.331322
1533.576832	215.356562
1533.633791	215.014802
1533.690753	223.040283
1533.747719	232.295630
1533.804687	223.919225
1533.861659	202.588369
1533.918634	181.277620
1533.975612	171.134101
1534.032594	187.774442
1534.089578	217.138656
1534.146566	244.391552
1534.203557	259.293543
1534.260551	268.809500
1534.317548	268.598151
1534.374549	255.818819
1534.431552	234.104532
1534.488559	210.123001
1534.545569	193.559059
1534.602582	191.512572
1534.659598	201.264884
1534.716618	221.917724
1534.773640	239.921390
1534.830666	241.017886
1534.887695	225.340380
1534.944727	206.891676
1535.001763	205.360452
1535.058801	230.080134
1535.115843	253.394069
1535.172888	258.988364
1535.229936	260.402576
1535.286987	267.086194
1535.344042	269.378772
1535.401099	270.617305
1535.458160	264.676648
1535.515224	249.934176
1535.572291	229.286071
1535.629362	216.251765
1535.686435	206.808343
1535.743512	201.034610
1535.800592	195.402064
1535.857675	190.882557
1535.914761	181.441975
1535.971851	175.119289
1536.028943	164.452623
1536.086039	159.353916
1536.143138	166.860834
1536.200240	190.835661
1536.257346	222.590207
1536.314454	234.920772
1536.371566	222.716005
1536.428681	187.287974
1536.485799	166.537406
1536.542920	173.780967
1536.600045	198.364166
1536.657172	209.754343
1536.714303	202.398217
1536.771437	189.273182
1536.828574	182.251683
1536.885715	182.999432
1536.942858	185.571033
1537.000005	184.713193
1537.057155	181.195629
1537.114308	185.819243
1537.171464	206.347239
1537.228624	223.320872
1537.285787	231.957894
1537.342953	236.730482
1537.400122	224.693521
1537.457294	198.613042
1537.514469	170.390004
1537.571648	163.663763
1537.628830	178.141808
1537.686015	199.669825
1537.743203	217.077817
1537.800395	224.913709
1537.857589	232.858354
1537.914787	234.692862
1537.971988	248.164476
1538.029192	249.732798
1538.086400	234.078365
1538.143610	226.114682
1538.200824	229.291430
1538.258041	238.853325
1538.315261	234.318651
1538.372484	213.738489
1538.429711	179.176641
1538.486941	154.361741
1538.544173	139.278595
1538.601410	142.792704
1538.658649	157.118727
1538.715891	174.895408
1538.773137	187.887683
1538.830386	193.740827
1538.887638	183.144212
1538.944893	167.651676
1539.002152	162.000072
1539.059413	164.189095
1539.116678	179.020193
1539.173946	203.664019
1539.231218	224.067394
1539.288492	237.247806
1539.345770	239.352235
1539.403051	243.087385
1539.460335	252.588097
1539.517622	258.434326
1539.574912	267.438201
1539.632206	262.209728
1539.689503	244.907421
1539.746803	214.329087
1539.804106	178.136516
1539.861412	148.447703
1539.918722	146.990285
1539.976035	170.210485
1540.033351	200.395309
1540.090670	226.177635
1540.147992	234.059888
1540.205318	229.560066
1540.262647	220.533976
1540.319979	207.036629
1540.377314	199.149164
1540.434653	205.824532
1540.491994	214.774965
1540.549339	226.643723
1540.606687	227.094527
1540.664038	226.095038
1540.721393	229.881582
1540.778750	233.738309
1540.836111	231.693301
1540.893475	225.393755
1540.950843	210.979122
1541.008213	199.200818
1541.065587	194.822007
1541.122964	202.566354
1541.180344	218.365492
1541.237727	231.242090
1541.295113	233.153016
1541.352503	229.456927
1541.409896	224.759926
1541.467292	226.909661
1541.524691	244.468876
1541.582094	258.542025
1541.639500	256.622207
1541.696909	241.401710
1541.754321	217.630529
1541.811736	199.820077
1541.869155	196.550175
1541.926576	213.255456
1541.984001	234.934083
1542.041429	240.169565
1542.098861	232.591808
1542.156295	219.906219
1542.213733	208.144707
1542.271174	203.202135
1542.328618	211.623366
1542.386066	212.972341
1542.443516	204.922101
1542.500970	193.112318
1542.558427	189.038768
1542.615888	182.439194
1542.673351	179.712311
1542.730818	194.932216
1542.788288	212.300594
1542.845761	210.587521
1542.903237	194.096202
1542.960717	176.901205
1543.018199	165.731720
1543.075685	165.149191
1543.133174	166.357359
1543.190667	167.390340
1543.248162	167.395798
1543.305661	173.427535
1543.363163	187.930572
1543.420668	201.461820
1543.478177	205.155955
1543.535688	191.327786
1543.593203	163.517163
1543.650721	146.438101
1543.708243	142.759305
1543.765767	151.391153
1543.823295	173.822517
1543.880826	206.547545
1543.938360	231.061158
1543.995897	246.407456
1544.053438	239.735743
1544.110982	217.241107
1544.168529	190.041149
1544.226079	161.540531
1544.283633	142.846361
1544.341189	135.568113
1544.398749	134.156947
1544.456312	144.861705
1544.513879	165.075084
1544.571448	191.542136
1544.629021	216.597270
1544.686597	224.018475
1544.744176	227.410066
1544.801759	228.461048
1544.859344	218.768030
1544.916933	192.783709
1544.974525	161.028986
1545.032121	133.983685
1545.089719	137.722521
1545.147321	149.299348
1545.204926	157.662342
1545.262534	156.017917
1545.320145	156.035705
1545.377760	164.845925
1545.435378	179.410226
1545.492999	186.978919
1545.550623	189.455802
1545.608251	201.809234
1545.665882	217.849334
1545.723516	235.215505
1545.781153	234.571594
1545.838793	228.759216
1545.896437	206.336795
1545.954084	185.887743
1546.011734	182.422479
1546.069387	184.482790
1546.127044	185.198249
1546.184703	179.092677
1546.242366	179.916654
1546.300033	185.525342
1546.357702	188.987241
1546.415375	196.893299
1546.473051	204.960822
1546.530730	216.773919
1546.588412	234.504443
1546.646098	241.132165
1546.703787	222.472166
1546.761479	197.784030
1546.819174	188.201037
1546.876872	194.615206
1546.934574	204.454403
1546.992279	212.682467
1547.049987	217.151383
1547.107699	215.747130
1547.165413	214.968225
1547.223131	213.047490
1547.280852	214.208235
1547.338577	218.983514
1547.396304	226.228853
1547.454035	225.346218
1547.511769	209.186532
1547.569506	186.553462
1547.627247	166.277815
1547.684990	148.835850
1547.742737	144.583911
1547.800487	146.885621
1547.858241	157.345367
1547.915998	176.057835
1547.973757	202.164108
1548.031521	222.217907
1548.089287	214.163496
1548.147056	193.496712
1548.204829	170.756008
1548.262605	154.498875
1548.320385	156.526293
1548.378167	164.107775
1548.435953	168.500394
1548.493742	158.522845
1548.551534	136.501605
1548.609329	115.568283
1548.667128	113.453696
1548.724930	138.249419
1548.782735	170.045038
1548.840544	194.853876
1548.898355	205.138038
1548.956170	213.747090
1549.013988	215.012850
1549.071810	201.848942
1549.129634	181.068284
1549.187462	151.819303
1549.245293	142.752541
1549.303127	150.476582
1549.360965	161.741606
1549.418806	173.846313
1549.476650	183.038394
1549.534497	200.184539
1549.592347	229.143306
1549.650201	254.779192
1549.708058	260.507892
1549.765918	240.557867
1549.823782	222.188024
1549.881648	214.591992
1549.939518	212.089046
1549.997392	212.429462
1550.055268	209.109602
1550.113148	191.912128
1550.171030	176.137349
1550.228917	174.699812
1550.286806	176.511886
1550.344699	190.850758
1550.402595	196.272684
1550.460494	202.776792
1550.518396	205.948529
1550.576302	205.901616
1550.634210	192.260976
1550.692122	167.207996
1550.750038	152.971600
1550.807956	145.212019
1550.865878	146.873491
1550.923803	151.402776
1550.981732	152.632923
1551.039663	156.514282
1551.097598	159.520327
1551.155536	154.059458
1551.213477	151.160128
1551.271422	155.041598
1551.329370	167.247517
1551.387321	181.211844
1551.445275	182.838889
1551.503232	178.324795
1551.561193	161.633638
1551.619157	159.629360
1551.677125	177.663370
1551.735095	205.865420
1551.793069	211.679743
1551.851046	204.721692
1551.909026	188.579479
1551.967010	170.405870
1552.024996	160.752172
1552.082986	158.252591
1552.140980	162.723152
1552.198976	170.894534
1552.256976	175.792355
1552.314979	161.753682
1552.372985	138.151984
1552.430995	127.764970
1552.489008	131.392629
1552.547024	146.410787
1552.605043	164.858909
1552.663065	168.390859
1552.721091	162.343186
1552.779120	161.432423
1552.837153	169.811411
1552.895188	188.678856
1552.953227	205.952116
1553.011269	206.790803
1553.069314	185.112164
1553.127363	148.623186
1553.185415	135.149834
1553.243470	146.068965
1553.301528	173.832863
1553.359590	207.874322
1553.417654	223.666857
1553.475722	217.574233
1553.533794	202.971718
1553.591868	202.893331
1553.649946	199.599637
1553.708027	198.993434
1553.766112	202.050509
1553.824199	206.459065
1553.882290	214.198372
1553.940384	214.268094
1553.998482	198.555081
1554.056582	176.096927
1554.114686	170.784128
1554.172794	179.751267
1554.230904	197.725914
1554.289018	214.203443
1554.347135	221.771223
1554.405255	222.665115
1554.463378	220.548027
1554.521505	204.013452
1554.579635	176.037132
1554.637768	153.037100
1554.695905	159.134370
1554.754045	183.045186
1554.812188	201.741813
1554.870334	201.693602
1554.928484	185.402431
1554.986636	176.332975
1555.044792	175.875161
1555.102952	182.178310
1555.161114	179.885850
1555.219280	171.515423
1555.277449	167.687518
1555.335622	167.420478
1555.393797	161.031495
1555.451976	160.870564
1555.510159	169.849243
1555.568344	174.117882
1555.626533	178.118709
1555.684725	180.428589
1555.742920	171.618024
1555.801119	165.336360
1555.859320	157.863577
1555.917525	166.893905
1555.975734	191.667627
1556.033945	206.116069
1556.092160	207.967174
1556.150378	192.788864
1556.208600	173.824367
1556.266824	164.300534
1556.325052	170.758544
1556.383283	178.529143
1556.441518	179.393641
1556.499756	170.801279
1556.557997	154.132981
1556.616241	140.167330
1556.674488	148.081533
1556.732739	163.513738
1556.790993	180.524307
1556.849251	192.532166
1556.907511	187.051504
1556.965775	173.662645
1557.024042	156.721710
1557.082313	138.043046
1557.140586	131.430306
1557.198863	141.374597
1557.257144	154.013661
1557.315427	166.551700
1557.373714	169.295215
1557.432004	169.251327
1557.490297	167.192679
1557.548594	164.770109
1557.606894	161.854802
1557.665197	163.227340
1557.723503	169.318594
1557.781813	178.334944
1557.840126	181.589889
1557.898442	187.356691
1557.956762	187.990573
1558.015084	186.825258
1558.073411	203.583275
1558.131740	226.005522
1558.190072	249.082340
1558.248408	264.211274
1558.306748	266.984886
1558.365090	244.755140
1558.423436	211.593474
1558.481785	183.477178
1558.540137	165.268511
1558.598493	167.716400
1558.656851	179.391239
1558.715213	187.772844
1558.773579	187.230298
1558.831948	184.397296
1558.890319	186.823144
1558.948695	195.436024
1559.007073	202.886345
1559.065455	200.835957
1559.123840	187.030591
1559.182228	174.557866
1559.240620	165.417837
1559.299015	168.074575
1559.357413	187.695869
1559.415814	206.333743
1559.474219	215.030455
1559.532627	211.954897
1559.591039	192.616383
1559.649453	181.226678
1559.707871	192.841220
1559.766292	218.017790
1559.824717	241.896690
1559.883144	247.641473
1559.941575	228.163533
1560.000010	196.440471
1560.058447	174.365047
1560.116888	171.599196
1560.175332	186.156356
1560.233780	204.437910
1560.292230	220.857687
1560.350684	223.696326
1560.409142	217.655461
1560.467602	198.533095
1560.526066	177.949007
1560.584533	160.863651
1560.643003	152.421835
1560.701477	157.929648
1560.759954	157.303216
1560.818434	152.369854
1560.876918	156.564400
1560.935405	164.256364
1560.993895	168.710854
1561.052388	166.732474
1561.110885	165.119036
1561.169385	170.519150
1561.227888	179.579670
1561.286395	180.073068
1561.344905	166.234260
1561.403418	152.196740
1561.461934	146.930901
1561.520454	158.762992
1561.578977	182.189102
1561.637503	191.913425
1561.696033	194.118451
1561.754566	187.446894
1561.813102	176.549966
1561.871642	174.993326
1561.930184	179.819006
1561.988730	188.965246
1562.047280	196.003308
1562.105832	195.312009
1562.164388	187.677292
1562.222948	174.830100
1562.281510	166.273266
1562.340076	165.206410
1562.398645	176.475023
1562.457217	190.469521
1562.515793	198.358931
1562.574372	204.134704
1562.632954	209.612942
1562.691540	207.167551
1562.750129	195.921940
1562.808721	177.284185
1562.867316	169.526480
1562.925915	165.480583
1562.984517	173.959505
1563.043123	187.453499
1563.101731	205.325480
1563.160343	217.530203
1563.218958	211.579747
1563.277577	190.754600
1563.336199	172.011940
1563.394824	158.848045
1563.453452	164.572274
1563.512084	180.816020
1563.570719	194.696585
1563.629357	192.684611
1563.687999	180.292178
1563.746644	171.584216
1563.805292	176.729593
1563.863944	189.757500
1563.922598	195.289640
1563.981256	181.040263
1564.039918	168.728341
1564.098583	159.133780
1564.157251	164.772870
1564.215922	175.934307
1564.274597	175.391802
1564.333274	168.867890
1564.391956	159.947015
1564.450640	158.460856
1564.509328	158.591833
1564.568019	155.422590
1564.626714	156.404707
1564.685411	155.647474
1564.744112	165.406431
1564.802817	174.854457
1564.861524	193.703239
1564.920235	209.599253
1564.978950	213.899710
1565.037667	200.393837
1565.096388	178.807635
1565.155112	170.125223
1565.213840	172.137883
1565.272570	195.289044
1565.331304	215.029091
1565.390042	218.294590
1565.448783	205.347122
1565.507527	184.842892
1565.566274	167.409239
1565.625024	161.662459
1565.683778	168.370981
1565.742536	181.624780
1565.801296	198.669379
1565.860060	202.568817
1565.918827	191.672874
1565.977598	163.623964
1566.036371	144.138208
1566.095148	147.210450
1566.153929	164.564179
1566.212713	183.844504
1566.271500	194.272236
1566.330290	188.351326
1566.389083	186.471088
1566.447880	196.768171
1566.506681	208.154344
1566.565484	212.146626
1566.624291	199.390631
1566.683101	193.172021
1566.741915	196.690885
1566.800732	212.179311
1566.859552	226.233267
1566.918375	228.346025
1566.977202	210.491390
1567.036032	178.915870
1567.094865	164.593447
1567.153702	171.297775
1567.212542	188.304844
1567.271385	197.125767
1567.330232	198.116531
1567.389082	191.088541
1567.447935	182.754273
1567.506792	176.108117
1567.565652	176.620228
1567.624515	176.359753
1567.683381	180.230320
1567.742251	167.538185
1567.801124	153.378713
1567.860001	148.515812
1567.918880	152.156318
1567.977764	149.066674
1568.036650	148.811362
1568.095540	149.230340
1568.154433	162.960541
1568.213329	181.224033
1568.272229	182.463142
1568.331132	170.230281
1568.390038	161.729217
1568.448948	159.287478
1568.507861	167.603180
1568.566777	190.577325
1568.625697	219.408958
1568.684619	250.216535
1568.743546	271.834568
1568.802475	263.845798
1568.861408	232.152847
1568.920344	195.738266
1568.979284	172.727011
1569.038227	172.867230
1569.097173	191.558324
1569.156122	209.129673
1569.215075	210.953100
1569.274031	197.110231
1569.332991	183.246993
1569.391953	173.156770
1569.450920	168.302004
1569.509889	172.505900
1569.568862	176.931817
1569.627838	174.988578
1569.686817	179.750208
1569.745800	189.283738
1569.804786	192.536234
1569.863775	190.212524
1569.922768	180.057061
1569.981764	163.662830
1570.040763	148.060942
1570.099766	150.008712
1570.158772	164.904193
1570.217781	184.208690
1570.276794	190.634828
1570.335810	188.973149
1570.394829	185.706528
1570.453852	185.430271
1570.512878	187.730387
1570.571907	182.088108
1570.630940	184.554873
1570.689976	191.556795
1570.749015	198.898926
1570.808057	202.098862
1570.867103	198.562992
1570.926153	182.413263
1570.985205	160.249781
1571.044261	148.523398
1571.103320	152.663422
1571.162383	163.822034
1571.221449	178.156894
1571.280518	193.218721
1571.339591	206.079561
1571.398667	209.287306
1571.457746	201.657949
1571.516828	190.794723
1571.575914	194.831135
1571.635003	193.953256
1571.694096	171.586399
1571.753192	144.384745
1571.812291	138.769234
1571.871394	150.158290
1571.930500	163.019550
1571.989609	168.444846
1572.048721	169.333385
1572.107837	168.117191
1572.166957	171.596282
1572.226079	169.915404
1572.285205	160.929513
1572.344334	152.388175
1572.403467	154.327155
1572.462603	159.727713
1572.521742	155.440983
1572.580884	140.166896
1572.640030	134.199016
1572.699180	141.828949
1572.758332	163.750905
1572.817488	189.630671
1572.876647	203.148315
1572.935810	203.840001
1572.994976	202.082491
1573.054145	200.286490
1573.113318	191.501891
1573.172494	170.998497
1573.231673	160.219932
1573.290856	163.442265
1573.350042	176.703614
1573.409231	186.375195
1573.468424	181.326455
1573.527620	172.054154
1573.586819	169.752845
1573.646022	173.703783
1573.705228	173.470097
1573.764437	167.102268
1573.823650	153.527074
1573.882866	136.172528
1573.942085	121.083623
1574.001308	129.826048
1574.060534	150.203681
1574.119763	163.534323
1574.178996	173.059243
1574.238232	177.802163
1574.297472	181.080924
1574.356714	177.330560
1574.415961	157.721765
1574.475210	133.176442
1574.534463	113.320517
1574.593719	104.158383
1574.652978	103.908930
1574.712241	113.582639
1574.771508	122.530776
1574.830777	129.866551
1574.890050	149.188935
1574.949326	175.107505
1575.008606	203.973745
1575.067889	219.069728
1575.127175	211.632564
1575.186465	189.506038
1575.245758	165.492507
1575.305054	138.259435
1575.364354	116.559703
1575.423657	110.053188
1575.482963	118.364393
1575.542273	130.144211
1575.601586	141.243889
1575.660902	147.107054
1575.720222	153.165773
1575.779545	154.597117
1575.838871	155.252716
1575.898201	150.449914
1575.957534	150.069135
1576.016871	152.969145
1576.076211	150.744158
1576.135554	149.665794
1576.194901	152.953974
1576.254251	155.845852
1576.313604	157.104155
1576.372960	155.731385
1576.432320	155.397442
1576.491684	159.399797
1576.551050	160.699616
1576.610420	151.381461
1576.669794	139.287826
1576.729171	144.353724
1576.788551	168.538911
1576.847934	186.727518
1576.907321	184.638442
1576.966711	169.131087
1577.026105	148.021068
1577.085502	140.021958
1577.144902	166.671115
1577.204305	203.791463
1577.263712	230.508310
1577.323123	238.161425
1577.382536	226.879777
1577.441953	201.513526
1577.501374	172.243316
1577.560797	151.401597
1577.620224	141.473052
1577.679655	140.193143
1577.739089	138.797115
1577.798526	144.974456
1577.857966	153.610916
1577.917410	155.195547
1577.976857	147.121193
1578.036308	130.783701
1578.095762	117.500021
1578.155219	113.774443
1578.214680	120.343392
1578.274144	139.580447
1578.333611	157.565087
1578.393082	164.458125
1578.452556	162.283115
1578.512034	155.941506
1578.571515	152.130870
1578.630999	146.366915
1578.690486	144.105361
1578.749977	145.088637
1578.809472	160.714938
1578.868969	178.740615
1578.928470	188.968244
1578.987975	190.591200
1579.047482	174.214852
1579.106994	155.651782
1579.166508	149.361545
1579.226026	164.941811
1579.285547	182.669767
1579.345072	192.436851
1579.404600	188.683353
1579.464131	167.678132
1579.523666	157.511018
1579.583204	161.983310
1579.642745	168.101976
1579.702290	179.055992
1579.761838	185.520206
1579.821389	187.436957
1579.880944	189.913151
1579.940502	191.982306
1580.000064	195.378822
1580.059629	197.178499
1580.119197	192.557719
1580.178769	191.702689
1580.238344	196.428764
1580.297923	202.526470
1580.357504	209.161146
1580.417090	201.059533
1580.476678	182.945885
1580.536270	174.125656
1580.595865	168.440162
1580.655464	157.214702
1580.715066	143.419655
1580.774671	132.710416
1580.834280	131.099645
1580.893892	136.694876
1580.953508	130.984543
1581.013127	111.641133
1581.072749	98.920112
1581.132375	109.285129
1581.192004	125.558189
1581.251636	134.028987
1581.311272	134.100770
1581.370911	121.073574
1581.430554	104.795407
1581.490199	108.480852
1581.549849	135.132372
1581.609501	170.373545
1581.669157	197.668154
1581.728817	200.361749
1581.788479	190.821669
1581.848146	178.888957
1581.907815	166.930714
1581.967488	162.369546
1582.027164	160.489120
1582.086844	161.380247
1582.146527	163.589773
1582.206213	160.621836
1582.265903	157.129028
1582.325596	152.087929
1582.385293	147.295364
1582.444993	144.622301
1582.504696	148.811688
1582.564403	160.734508
1582.624113	175.182774
1582.683826	185.576759
1582.743543	187.518281
1582.803263	177.118677
1582.862987	161.956714
1582.922714	148.744356
1582.982444	141.316921
1583.042178	141.458532
1583.101915	143.241549
1583.161655	147.934455
1583.221399	148.052140
1583.281146	153.628070
1583.340897	168.049005
1583.400651	185.853613
1583.460408	190.265583
1583.520169	173.412047
1583.579933	151.211684
1583.639701	138.077403
1583.699472	133.327750
1583.759246	136.263901
1583.819023	147.375581
1583.878805	154.759437
1583.938589	151.783116
1583.998377	137.583675
1584.058168	116.523509
1584.117963	99.766125
1584.177761	101.826554
1584.237562	114.287586
1584.297367	127.905689
1584.357175	137.172667
1584.416986	140.778160
1584.476801	142.806850
1584.536620	148.525108
1584.596441	151.803852
1584.656266	146.930871
1584.716095	142.196104
1584.775927	139.399657
1584.835762	134.830926
1584.895601	133.448257
1584.955443	125.530697
1585.015288	114.072027
1585.075137	111.057170
1585.134989	122.030359
1585.194845	133.987096
1585.254704	138.153445
1585.314566	137.871465
1585.374432	136.030944
1585.434301	134.708843
1585.494173	142.764424
1585.554049	149.507482
1585.613929	150.784353
1585.673811	149.525654
1585.733698	138.638788
1585.793587	126.294278
1585.853480	119.525329
1585.913376	113.819635
1585.973276	107.641176
1586.033179	108.345189
1586.093085	109.793058
1586.152995	117.694090
1586.212909	120.923555
1586.272825	131.965580
1586.332745	131.581566
1586.392669	124.838468
1586.452596	121.821944
1586.512526	119.598943
1586.572459	116.972338
1586.632396	112.365472
1586.692337	101.332281
1586.752281	107.732666
1586.812228	138.308363
1586.872178	168.032122
1586.932132	176.242772
1586.992090	163.789913
1587.052051	136.675064
1587.112015	108.322379
1587.171982	103.471170
1587.231953	117.139456
1587.291928	133.146140
1587.351906	146.986674
1587.411887	147.351687
1587.471871	136.554663
1587.531859	114.787231
1587.591851	111.485168
1587.651846	113.292542
1587.711844	114.832715
1587.771845	109.953814
1587.831850	103.871951
1587.891859	101.070562
1587.951871	102.587003
1588.011886	106.237314
1588.071904	114.805585
1588.131926	126.218659
1588.191952	127.509278
1588.251981	116.009701
1588.312013	99.805469
1588.372049	85.278711
1588.432088	84.951886
1588.492130	111.332862
1588.552176	139.249890
1588.612225	155.773204
1588.672278	164.345812
1588.732334	162.642577
1588.792393	156.103616
1588.852456	150.386001
1588.912522	140.852451
1588.972592	126.789907
1589.032665	111.827783
1589.092742	106.749949
1589.152822	115.844414
1589.212905	133.334950
1589.272992	147.683575
1589.333082	161.211981
1589.393175	175.723400
1589.453272	185.533363
1589.513372	183.199974
1589.573476	167.815826
1589.633583	144.628372
1589.693694	131.071346
1589.753808	128.630738
1589.813925	132.204361
1589.874046	149.954245
1589.934170	169.891280
1589.994298	179.342525
1590.054429	168.050825
1590.114563	136.327885
1590.174701	103.592786
1590.234843	93.261148
1590.294987	105.926588
1590.355135	131.091370
1590.415287	143.131327
1590.475442	137.035918
1590.535600	124.941748
1590.595762	109.029982
1590.655927	94.893419
1590.716096	91.710286
1590.776268	97.403963
1590.836443	107.016303
1590.896622	121.669334
1590.956804	131.186863
1591.016990	132.667819
1591.077179	131.634603
1591.137371	121.368186
1591.197567	111.636637
1591.257766	108.256150
1591.317969	113.405425
1591.378175	130.410632
1591.438385	147.399637
1591.498598	150.644515
1591.558814	139.634561
1591.619034	129.441238
1591.679257	126.178045
1591.739484	141.124684
1591.799714	158.069157
1591.859947	163.206644
1591.920184	152.011148
1591.980425	141.231387
1592.040668	130.496600
1592.100915	139.247963
1592.161166	153.604055
1592.221420	170.078191
1592.281677	179.687246
1592.341938	182.217462
1592.402203	172.806033
1592.462470	167.512442
1592.522741	169.372394
1592.583016	175.520623
1592.643294	175.659999
1592.703575	170.569508
1592.763860	144.824117
1592.824148	133.112890
1592.884440	143.390248
1592.944735	158.048297
